Proveedor,Nombre del curso (MAYUSC),Nombre del curso (MINUSC),Descripción del curso,Número de horas de la formación,Tipo de certificado,Temática,Grupo,Sector de oportunidad ocupacional,Palabras Clave,Nombre del curso
SENA,APLICACIÓN DE METODOLOGÍAS PARA EL ANÁLISIS FINANCIERO EMPRESARIAL ,Aplicación de metodologías para el análisis financiero empresarial ,"El programa tiene como propósito ofrecer el desarrollo de habilidades para el fortalecimiento de la toma de decisiones relacionadas con la administración de los recursos financieros y de ésta manera se posibilite la generación de valor económico en la empresa. 
El programa en sus contenidos permite identificar y aplicar conceptos financieros básicos del Análisis horizontal, vertical, indicadores financieros, EVA, punto de equilibrio y apalancamientos, su importancia en la gestión y administración empresarial.",40.0,Certificado de aprobación,Fórmate,Otros,Servicios financieros,"TOMA DE DECISIONES, ESTRATEGIA FINANCIERA, GERENCIA","APLICACIÓN METODOLOGÍAS ANÁLISIS FINANCIERO EMPRESARIAL TOMA DECISIONES, ESTRATEGIA FINANCIERA, GERENCIA"
SENA,APLICACIÓN DE NORMAS Y REGLAS ORTOGRÁFICAS EN LA REDACCIÓN DE DOCUMENTOS EMPRESARIALES,Aplicación de normas y reglas ortográficas en la redacción de documentos empresariales,"La lectura y escritura como parte de las competencias básicas, permiten integrar y relacionar los aprendizajes con distintos tipos de contenidos, utilizarlos de manera efectiva y aplicarlos en diferentes situaciones, a partir de actividades que estimulen el interés y el hábito de lectura. Se hace necesario entender la lengua y escribir documentos apropiados al contexto, como habilidades para comprender, expresar e interpretar pensamientos, sentimientos y hechos de forma oral y escrita en diferentes escenarios y contextos, dentro de una formación profesional integral.
Se ha encontrado una alta demanda de formación en aspectos relacionados con el adecuado uso del lenguaje, el uso de reglas ortográficas, que permita mejorar la construcción de mensajes asertivos en las relaciones interpersonales y empresariales.",40.0,Certificado de aprobación,Fórmate,Otros,"BPOs, Salud, Servicios financieros, Turismo, hoteles y gastronomía",APLICACIÓN DE NORMAS Y REGLAS ORTOGRÁFICAS EN LA REDACCIÓN DE DOCUMENTOS EMPRESARIALES DOCUMENTOS CARTAS ASISTENTE SECRETARIA EMPRESA,APLICACIÓN NORMAS REGLAS ORTOGRÁFICAS REDACCIÓN DOCUMENTOS EMPRESARIALES APLICACIÓN NORMAS REGLAS ORTOGRÁFICAS REDACCIÓN DOCUMENTOS EMPRESARIALES DOCUMENTOS CARTAS ASISTENTE SECRETARIA EMPRESA
SENA,,Aplicación de parámetros de buenas practicas de manufactura,"La sociedad actual en la última década del Siglo XX se ha originado una gran preocupación respecto a la salud pública. Esta inquietud generó una toma de conciencia acerca de la importancia de llevar productos como alimentos, medicamentos, tecnología de la salud, productos de uso doméstico, establecimientos públicos y  las cadenas productivas libres de peligros que ocasionen problemas con la salud pública.
Debido a la expansión de mercados y al comercio internacional, la rápida difusión de nuevos peligros para la el consumidor han  comenzado a inquietar a los Gobiernos, quienes en sus políticas deben garantizar juntnto a al sector Industrial, la disminución y el control de dichas amenazas.
Las industrias colombianas se han preocupado porque sistemas de calidad como las buenas prácticas de manufactura les permita lograr el aseguramiento y gestión de la calidad y desarrollar junto con los trabajadores de su compañía modelos propios de aplicación de este sistema. Para responder a esta necesidad se diseña esta acción de formación dirigida a los trabajadores de las empresas involucradas para que conozcan y apliquen las Buenas  Prácticas de Manufactura (BPM) y realicen su mejora continua en:                                                                                                                                                                                                                                                                                     -Identificar los parámetros que fundamentan las buenas prácticas de manufactura según proceso productivo.
- Establecer la metodología de implementación de los parámetros de las buenas prácticas de manufactura de acuerdo con las normas establecidas en la organización.
- Realizar el seguimiento de la implementación de las buenas prácticas de manufactura de acuerdo con el proceso productivo y la legislación legal vigente.",40.0,Certificado de aprobación,Fórmate,Otros,"Industria (manufacturas), Turismo, hoteles y gastronomía, Logística y Transporte.","SISTEMAS DE PRODUCCIÓN, LIDERAZGO, GERENCIA, ADMINISTRACIÓN","APLICACIÓN PARÁMETROS BUENAS PRACTICAS MANUFACTURA SISTEMAS PRODUCCIÓN, LIDERAZGO, GERENCIA, ADMINISTRACIÓN"
SENA,APROPIACIÓN DE CONCEPTOS DE CIBERSEGURIDAD    ,Apropiación de conceptos en ciberseguridad,"El auge de las Tecnologías de la Información y las Comunicaciones (TIC) ha permitido a distintas actividades humanas la generación y manipulación de grandes volúmenes de datos, desde múltiples plataformas y desde cualquier lugar, lo que juega un papel fundamental en el desarrollo de las actividades cotidianas de empresas y en general del ámbito productivo. Este crecimiento en la información que gestionan las organizaciones actuales ha planteado grandes restos en materia de administración, en los cuales tiene un papel importante lo relacionado con la seguridad de la misma.
Según el Documento CONPES 3854 de 2016, el cual presenta la Política Nacional de Seguridad Digital, se proyecta que para el año 2020 se habrán generado alrededor de 307.000 empleos relacionados con la seguridad digital. En concordancia el Plan Nacional de Desarrollo 2018-2022 (PND), en lo definido en respecto de la ciberseguridad, establece metas de acción claras frente a la transformación digital del país y la adopción de políticas de seguridad de la información. Asimismo, el PND indica que el Estado proporcionará una política para la transformación digital y el aprovechamiento de la cuarta revolución industrial, a través de la [] seguridad digital [], lo que aparece reflejado en el Documento CONPES 3995 de 2020, el cual presenta la Política Nacional de Confianza y Seguridad Digital, en la cual se asigna al SENA liderará el desarrollo de programas
de formación en seguridad digital, con enfoque en la formación para el trabajo y el desarrollo humano, con los cuales se atenderán las demandas sectoriales de personal con competencias específicas en el área.
El SENA conocedor de la necesidad del sector, ofrece este programa de formación complementaria, lo cual permite que los instructores fortalezcan las competencias técnicas,
garantizando que estén capacitados, calificados y certificados para responder a estas necesidades de formación y poder aportar a la calidad y pertinencia de los aprendices en el mercado tecnológico y laboral nacional e internacional, alineado con las estrategias de gobierno y en concordancia al avance de las tecnologías a nivel mundial.
",48.0,Certificado de aprobación,Fórmate Digital,TI,Software y TI,CONTROLES Y SEGURIDAD INFORMÁTICA SEGURIDAD ANTIVIRUS CIBERSEGURIDAD SOFTWARE,APROPIACIÓN CONCEPTOS CIBERSEGURIDAD CONTROLES SEGURIDAD INFORMÁTICA SEGURIDAD ANTIVIRUS CIBERSEGURIDAD SOFTWARE
SENA,,Aspectos sanitarios en la nutrición y la alimentación,"Poner a disposición el programa de formación virtual Aspectos sanitarios en la nutrición y la alimentación, es con el fin de que los aprendices conozcan las funciones de los nutrientes en el organismo, las diferentes raciones alimentarias que el cuerpo necesita para suplir sus requerimientos nutricionales, las Enfermedades de Transmisión Alimentaria (ETAS), la manipulación adecuada en la elaboración de productos y los requerimientos para la conservación de los alimentos.",40.0,Certificado de aprobación,Fórmate,Otros,"Industria (manufacturas), Turismo, hoteles y gastronomía, Logística y Transporte.","SANIDAD, GASTRONOMÍA, COCINA, CHEF, NUTRICIÓN","ASPECTOS SANITARIOS NUTRICIÓN ALIMENTACIÓN SANIDAD, GASTRONOMÍA, COCINA, CHEF, NUTRICIÓN"
SENA,ATENCIÓN AL CLIENTE EN LOS PROCESOS ADMINISTRATIVOS,Atención al cliente en los procesos administrativos,"Este curso está enfocado a fortalecer las competencias y habilidades comunicativas para lograr la atención y conexión exitosa con el cliente en las organizaciones, con calidad y garantía de excelencia en el servicio",40.0,Certificado de aprobación,Fórmate,Otros,BPOs,"SERVICIO AL CLIENTE, VENTAS, NEGOCIOS","ATENCIÓN AL CLIENTE PROCESOS ADMINISTRATIVOS SERVICIO AL CLIENTE, VENTAS, NEGOCIOS"
SENA,ATENCIÓN Y SERVICIO AL CLIENTE,Atención y servicio al cliente,"Se hace necesario disponer de un talento humano integral, que adopte estrategias acordes con las tendencias nacionales e internacionales que permitan ofrecer un trato diferencial al cliente de hoy.
De esta manera, la formación en la atención y servicio al cliente debe orientarse a la identificación, clasificación de las diferentes técnicas que existen y la proyección, frente al desarrollo de una cultura del servicio sobresaliente; definida como una ventaja competitiva a través de un mejoramiento continuo de los procesos organizativos de primer contacto con el cliente.",40.0,Certificado de aprobación,Fórmate,Otros,"BPOs, Salud, Servicios financieros, Turismo, hoteles y gastronomía",ATENCIÓN Y SERVICIO AL CLIENTE VENTAS ESTRATEGIA SERVICIO AL CLIENTE CALL CENTER,ATENCIÓN SERVICIO AL CLIENTE ATENCIÓN SERVICIO AL CLIENTE VENTAS ESTRATEGIA SERVICIO AL CLIENTE CALL CENTER
SENA,,Auditoria interna de calidad - ntc iso 9001,"La norma internacional ISO 9001:2015 contribuye al mejoramiento del desempeño global de la organización y sirve de base para el desarrollo sostenible de la misma; desde el incremento de la capacidad de proveer productos y servicios que satisfacen las necesidades de los clientes, del empresario y en general de las partes interesadas, así como la identificación y resolución de riesgos y el aprovechamiento de las oportunidades del entorno.
Las empresas a través de la implementación de la norma ISO 9001 como herramienta estratégica para gestionar la calidad y mejorar el acceso a nuevos mercados a nivel nacional e internacional, han establecido mejoras que puntualmente acerquen los productos y servicios a las necesidades y exigencias de los consumidores. Desde el enfoque de procesos y mediante el ciclo PHVA, las organizaciones aseguran la disponibilidad y gestión adecuada de los recursos, la planificación de los procesos y la identificación de los factores ambientales que podrían afectar los resultados para poner en marcha controles preventivos que minimicen el riesgo y maximizar las oportunidades. El aumento de la productividad se alcanza tras la evaluación inicial y la consiguiente mejora de los procesos; resultado de la implementación del sistema de calidad que incluye entre otros, la cualificación de los empleados, la disponibilidad de la documentación y el control de los procesos permitiendo, mejorar el desempeño, reducir el desperdicio, evitar la repetición del trabajo y aumentar el empoderamiento de los empleados.
La generalidad de la norma permite su aplicación en empresas de los diferentes sectores y tipos; los requisitos de la Norma Internacional requieren que la empresa planifique e implemente acciones para aumentar la eficacia del sistema de Gestión de Calidad, permitiendo alcanzar mejores resultados y prevenir efectos negativos.
                                                                                                         ",48.0,Certificado de aprobación,Fórmate,Otros,"Industrias creativas y comunicación gráfica, Software y TI, BPOs, Salud, Industria (manufacturas), Servicios financieros, Construcción, Turismo hoteles y gastronomía, Hidrocarburos y energía - renovables, Logística y Transporte
","GERENCIA, CALIDAD, AUDITOR","AUDITORIA INTERNA CALIDAD - NTC ISO 9001 GERENCIA, CALIDAD, AUDITOR"
SENA,AUTOCAD 2D,Autocad 2d,"En el sector de la construcción se ha detectado falencias en el manejo de herramienta informaticas para la graficación de planos tanto en los auxiliares de arquitectura como en los de ingenieria: En vigencias anteriores por parte del gramio se ha elevado de manera reiterativa la programación de cursos de autocad en dos dimensiones.
Curso que trata sobre el CAD (diseño asistido por ordenador) para el dibujo técnico aplicado al diseño de piezas de mecánica, arquitectura, electrónica, etc., mediante la aplicación AutoCAD 2007. En el curso se muestra el entorno de trabajo y todo lo necesario para realizar dibujos en dos dimensiones (2D)",40.0,Certificado de aprobación,Fórmate Digital,TI,Construcción,AUTOCAD DISEÑO GRÁFICO DISEÑO INDUSTRIAL ARQUITECTURA ARTES GRÁFICAS,AUTOCAD 2D AUTOCAD DISEÑO GRÁFICO DISEÑO INDUSTRIAL ARQUITECTURA ARTES GRÁFICAS
SENA,AUTOCAD 3D ,Autocad 3d,"Esta herramienta se aplica a las líneas tecnológicas de diseño, gestión de la información y la comunicación, producción y transformación de  materiales y herramientas. La población objetivo está compuesta de personas profesionales o no que requieran estos conocimientos para su desarrollo profesional y laboral, como también para gestores de proyectos que requieran diseñar nuevos productos o espacios productivos, capacitar personas en el uso de estas herramientas computacionales se convierte en un imperativo nacional.                      ",40.0,Certificado de aprobación,Fórmate Digital,TI,"Industrias creativas y comunicación gráfica, Software y TI, Industria (manufacturas), Construcción.",AUTOCAD DISEÑO GRÁFICO DISEÑO INDUSTRIAL ARQUITECTURA ARTES GRÁFICAS,AUTOCAD 3D AUTOCAD DISEÑO GRÁFICO DISEÑO INDUSTRIAL ARQUITECTURA ARTES GRÁFICAS
SENA,AUTOCAD BÁSICO,Autocad básico,"En este curso se ven los fundamentos básicos del Autocad, cómo diseñar a partir de un punto de vista según las dimensiones en la que se trabaje, así como también los puntos de vistas predefinidos y sus propios puntos de vistas. Se aprenderá sobre la manera correcta de cómo darles elevación a sus diseños y trabajar con la altura adecuada de cada objeto que quieras dibujar o diseñar. Así mismo se ve todo lo relacionado con los sólidos y las piezas el sistema de coordenadas, para qué se usa y cómo aplicarlo a cada uno de los diseños además que también ver todo lo relacionado con la visualización dinámica. De igual forma se ven otros conceptos básicos, intermedios y avanzados en relación con la generación de superficies y operaciones en 3D. Al finalizar se verá todo lo relación con las figuras y los sólidos en tres dimensiones, cómo generar formas básicas y generación de sólidos a partir de un contorno. ",40.0,Certificado de aprobación,Fórmate Digital,TI,"Logística y Transporte, Industria (manufacturas), Construcción",AUTOCAD DISEÑO GRÁFICO DISEÑO INDUSTRIAL ARQUITECTURA ARTES GRÁFICAS,AUTOCAD BÁSICO AUTOCAD DISEÑO GRÁFICO DISEÑO INDUSTRIAL ARQUITECTURA ARTES GRÁFICAS
SENA,,Automatización de sistemas industriales con plc,"El programa, busca entregar al talento humano competencias y habilidades de programación de controles lógicos. Es así como, se busca preparar el personal que se desempeña en áreas automatización de empresas industriales para la solución de problemas que requieren un mayor grado de complejidad. Además de la solución de problemas, se busca la implementación de tecnologías 4.0, mediante técnicas de diseño de programas con PLC. Está dirigido para un nivel de cualificación 2, Las funciones de las ocupaciones de este nivel son por lo general muy variadas, demandan responsabilidad de supervisión, un apreciable grado de autonomía y juicio evaluativo; se requiere generalmente de estudios técnicos o tecnológicos. Están empleados por universidades y otras instituciones de educación superior.",48.0,Certificado de aprobación,Fórmate Digital,TI,"Industria (manufacturas), Hidrocarburos y energía - renovables, Logística y Transporte.","INDUSTRIAS, IOT, INTERNET DE LAS COSAS, ","AUTOMATIZACIÓN SISTEMAS INDUSTRIALES CON PLC INDUSTRIAS, IOT, INTERNET COSAS, "
SENA,AVANZADO TRABAJO SEGURO EN ALTURAS,Avanzado trabajo seguro en alturas,"El trabajo en alturas está considerado como de alto riesgo
debido a que en las estadísticas nacionales, es una de las
primeras causas de accidentalidad y de muerte en el
trabajo, las tareas que involucran trabajo en alturas,
requieren de la planeación, organización, ejecución,
control y evaluación de actividades para su intervención.
De este modo, el Ministerio del Trabajo expidió el
Reglamento de Seguridad para Protección contra Caídas
en Trabajo en Alturas (Resolución 1409 de 2012), el cual
es de estricto cumplimiento para empleadores, empresas,
contratistas, subcontratistas y trabajadores de todas las
actividades económicas de los sectores formales e
informales del país; por tanto, este se debe evidenciar en
el programa de prevención y protección contra caídas de
alturas inmerso en el sistema de gestión de la seguridad y
salud en el trabajo SG-SST.",40.0,Certificado de aprobación,Fórmate,Otros,"Industrias (manufacturas), Construcción, Logistica y Transporte","ALTURAS, POSTES, ÁRBOL, RESCATE, INSTALACIÓN","AVANZADO  ALTURAS ALTURAS, POSTES, ÁRBOL, RESCATE, INSTALACIÓN"
SENA,BASES DE DATOS GENERALIDADES Y SISTEMAS DE GESTIÓN,Bases de datos generalidades y sistemas de gestión,"El objetivo principal de esta oferta de formación,  es brindar a los diferentes profesionales los fundamentos y conceptos necesarios para la creación y organización de Bases de datos, entendiendo que su diseño es el insumo previo a la sistematización y aplicación de herramientas computacionales, que llevan a la construcción de sistemas de información.
 Es por eso, que el desarrollo de Bases de datos no es una simple utilización de un software sino la aplicación de los conceptos de organización, estructuración y entendimiento de la solución a los problemas de una organización,  innovando permanentemente de acuerdo con las tendencias y cambios tecnológicos y las necesidades del sector empresarial y de los trabajadores, impactando positivamente la productividad, la competitividad, la equidad y el desarrollo del país.
",40.0,Certificado de aprobación,Fórmate Digital,TI,"Software y TI, BPOs, Servicios financieros, Turismo, hoteles y gastronomía, Logística y Transporte.","GOBERNABILIDAD DE LOS DATOS, CALIDAD DE DATOS, GESTIÓN DE LA INFORMACIÓN","BASES DATOS GENERALIDADES SISTEMAS GESTIÓN GOBERNABILIDAD DATOS, CALIDAD DATOS, GESTIÓN INFORMACIÓN"
SENA,BÁSICO DE CONTABILIDAD COSTOS Y PRESUPUESTOS,Básico de contabilidad costos y presupuestos,"El Programa  garantiza el desarrollo de competencias orientadas a la intervención de la información financiera en el contexto de la contabilidad y los hechos económicos, a partir de referentes experimentales, históricos, teóricos, normativos y técnicos para proyectarla como el elemento estructural de los costos y presupuestos, siendo éstos un instrumento para el registro y acumulación de datos, del que se obtiene la información responsable para la dirección de los negocios,  crea en el aprendiz bases que fundamente la toma de decisiones y el control de los recursos.",40.0,Certificado de aprobación,Fórmate,Otros,"BPOs, Industria (manufacturas), Servicios financieros, Turismo, hoteles y gastronomía, Logística y Transporte.","ANÁLISIS CONTABLE, ANÁLISIS FINANCIERO, COSTOS, CONTADOR","BÁSICO CONTABILIDAD COSTOS PRESUPUESTOS ANÁLISIS CONTABLE, ANÁLISIS FINANCIERO, COSTOS, CONTADOR"
SENA,BÁSICO DE MESA Y BAR,Básico de mesa y bar,"Este curso se dan las claves para la prestación de un buen servicio a la mesa, como organizar una mesa, como debe ser la limpieza etc., así como en la selección del personal para contratar personal que tenga experiencia en atención al cliente, brindando un buen servicio en establecimientos de alimentos y bebidas como restaurantes, hoteles, bares, entre otros de acuerdo con los parámetros y normativas vigentes establecidas.",60.0,Certificado de aprobación,Fórmate,Otros,"Turismo, hoteles y gastronomía","SERVICIO EN RESTAURANTE, BAR, MESEROS","BÁSICO MESA BAR SERVICIO RESTAURANTE, BAR, MESEROS"
SENA,BÁSICO EN EMPRENDIMIENTO,Básico en emprendimiento,"El mundo actual requiere personas capacitadas en la creación y gestion de su propia empresa, por ello este curso ofrece las herramientas para potenciar el conocimiento, tiempo y experiencia de las personas e instituciones; y proveer servicios y acciones que generen alto impacto en el mundo emprendedor; así como el aprender a identificar a los emprendedores más innovadores y con mayor potencial, y proveer apoyo estratégico de excelencia para llevar a sus propias empresas a un nivel más elevado.",40.0,Certificado de aprobación,Fórmate,Otros,"Turismo, hoteles y gastronomía, Industria (manufacturas)","ADMINISTRACIÓN, EMPRENDEDOR","BÁSICO EMPRENDIMIENTO ADMINISTRACIÓN, EMPRENDEDOR"
SENA,,Básico en levantamiento topográfico,"Ayudar a los trabajadores vinculados o por vincularse a procesos productivos en construccion, a mejorar su condicion y capacidad laboral, logrando mejores competencias en la actividad laboral productiva,  recolentando información con colectores GPS y/o de otros dispositivos de cuerdo a métodos de uso.",60.0,Certificado de aprobación,Fórmate,Otros,Construcción,"MAPAS, SISTEMAS DE INFORMACIÓN GEOGRÁFICA, CONSTRUCCIÓN","BÁSICO LEVANTAMIENTO TOPOGRÁFICO MAPAS, SISTEMAS INFORMACIÓN GEOGRÁFICA, CONSTRUCCIÓN"
SENA,BÁSICO EN MERCADEO Y SERVICIO AL CLIENTE ,Básico mercadeo y servicio al cliente,"Las empresas de la actualidad están en constante avances tecnológicos en el campo de las comunicaciones, están llevando a las organizaciones a competir, no sólo con productos de excelente calidad, sino con eficientes y especiales servicios dirigidos a suplir las más mínimas y exigentes necesidades del público en general. La actitud que el empleado muestre en la atención a visitantes, el adecuado y esmerado manejo telefónico y personal para clientes o potenciales clientes, se reflejará en la preferencia de ellos por la empresa, sus productos y servicios, Es importante esmerarse en atender diligentemente a los visitantes.
Por esta razón, este curso pretende desarrollar competencias laborales en la atención de los clientes internos y externos de una organización, cara a cara y a través de medios tecnológicos. Esta acción de formación pertenece a la línea tecnológica cliente y red tecnológica ventas y comercialización.",40.0,Certificado de aprobación,Fórmate,Otros,"BPOs, Salud, Servicios financieros, Turismo, hoteles y gastronomía",ATENCIÓN Y SERVICIO AL CLIENTE VENTAS ESTRATEGIA SERVICIO AL CLIENTE CALL CENTER,BÁSICO MERCADEO SERVICIO AL CLIENTE ATENCIÓN SERVICIO AL CLIENTE VENTAS ESTRATEGIA SERVICIO AL CLIENTE CALL CENTER
SENA,BIOSEGURIDAD,Bioseguridad,"El programa busca brindar medidas para la prevención y el control del riesgo biológico en las actividades con manipulación de agentes, muestras o pacientes potencialmente infecciosos. Su objetivo es evitar la liberación del agente biológico dentro y fuera del lugar de trabajo, para proteger al trabajador, a la comunidad o población, al medio ambiente del proceso de la contaminación.",48.0,Certificado de aprobación,Fórmate,Otros,Salud,BIOSEGURIDAD SEGURIDAD  SOPORTE VITAL BÁSICO BIOSEGURIDAD SALUD LABORATORIO MANEJO DE MUESTRAS,BIOSEGURIDAD BIOSEGURIDAD SEGURIDAD SOPORTE VITAL BÁSICO BIOSEGURIDAD SALUD LABORATORIO MANEJO MUESTRAS
SENA,BIOSEGURIDAD APLICADA A  LA ESTÉTICA Y BELLEZA,Bioseguridad aplicada a la estética y belleza,"La Bioseguridad incluye Normas Universales de seguridad para conservar la salud y la vida. En este curso los aprendices identificarán los factores de riesgo ocupacional para lograr unas prácticas con mejor calidad, con el fin de evitar la transmisión de enfermedades a los usuarios y trabajadores, dado que en los establecimientos de belleza peluquerías y afines es necesario que se reconozcan, implementen y apliquen las técnicas y procedimientos seguros que garanticen el control de los riesgos ocupacionales, teniendo mayor intervención en los riesgos biológicos como primer factor deteriorante de la salud. Por lo tanto a través de este curso se promueve la protección del trabajador, de los clientes o usuarios, frente al riesgo de adquirir y/o producir contaminación biológica. Se presentarán conceptos generales relacionados con el tema de la salud y el trabajo, la Ley 711 del 2001 que reglamenta la profesión de Cosmetología, la Resolución 2263 del 2004, que reglamenta las normas de funcionamiento y las normas de bioseguridad. 
",40.0,Certificado de aprobación,Fórmate,Otros,"Turismo, hoteles y gastronomía, Salud","ESTÉTICA, PELUQUERÍA, UÑAS, CEJAS, DEPILACIÓN, MANICURE, PEDICURE","BIOSEGURIDAD APLICADA A ESTÉTICA BELLEZA ESTÉTICA, PELUQUERÍA, UÑAS, CEJAS, DEPILACIÓN, MANICURE, PEDICURE"
